7 12 0.05 0.05
6 11 25.0 3.0
6 10 2.52 0.28
6 9 0.28 0.06
5 12 0.05 0.01
5 11 29.3 2.7
5 10 20.2 2.5
5 8 0.6 0.09
4 10 3.41 0.54
4 9 5.13 0.54
4 7 8.45 0.81
3 9 0.4 0.09
3 8 0.77 0.14
3 7 10.4 0.8
3 6 11.5 2.2
2 6 0.94 0.19
2 4 185 19
2 3 46.4 5.1
1 2 125 16
1 1 7.0 1.5
