En = 72.8 ± 2.0 MeV     Proton cross sections																				
9	0.830	0.818	0.690	0.725	0.642	0.728	0.515	0.432	0.361	0.322	0.256	0.193	0.151	0.158	0.140	0.177	0.117	0.112	0.110	4.59
11	0.750	0.737	0.646	0.377	0.607	0.551	0.388	0.319	0.200	0.228	0.184	0.140	0.114	0.052	0.089	0.137	0.085	0.058	0.057	3.34
13	0.649	0.637	0.746	0.544	0.529	0.409	0.336	0.261	0.184	0.171	0.138	0.096	0.092	0.058	0.073	0.111	0.100	0.050	0.049	2.95
15	0.792	0.774	0.810	0.725	0.499	0.365	0.319	0.224	0.198	0.140	0.120	0.081	0.086	0.069	0.065	0.084	0.112	0.031	0.031	2.92
17	0.896	0.874	0.881	0.830	0.487	0.399	0.323	0.206	0.210	0.124	0.103	0.086	0.078	0.079	0.055	0.063	0.088	0.026	0.025	2.99
19	0.987	0.960	0.944	0.898	0.484	0.398	0.324	0.213	0.190	0.120	0.088	0.070	0.063	0.082	0.047	0.048	0.066	0.018	0.018	2.98
21	1.086	1.053	1.014	0.940	0.502	0.401	0.313	0.207	0.185	0.115	0.080	0.068	0.049	0.066	0.040	0.037	0.052	0.014	0.013	2.98
23	1.170	1.131	1.083	0.986	0.506	0.398	0.309	0.191	0.172	0.102	0.071	0.065	0.047	0.054	0.030	0.027	0.035	0.010	0.010	2.96
25	1.285	1.236	1.139	1.014	0.528	0.385	0.293	0.176	0.150	0.094	0.061	0.052	0.041	0.045	0.026	0.018	0.021	0.006	0.006	2.90
27	1.381	1.322	1.206	1.041	0.511	0.341	0.239	0.165	0.134	0.078	0.048	0.038	0.027	0.039	0.023	0.013	0.016	0.003	0.003	2.76
29	1.438	1.368	1.213	1.039	0.440	0.291	0.204	0.159	0.116	0.058	0.034	0.033	0.019	0.032	0.016	0.009	0.011	0.001	0.001	2.56
31	1.326	1.260	1.229	0.925	0.385	0.267	0.194	0.141	0.093	0.048	0.026	0.029	0.016	0.026	0.012	0.004	0.005	0.001	---	2.33
33	1.156	1.098	1.282	0.756	0.355	0.246	0.177	0.120	0.077	0.039	0.021	0.020	0.014	0.017	0.008	0.001	0.002	---	---	2.09
35	1.427	1.340	1.299	0.625	0.333	0.233	0.161	0.114	0.063	0.032	0.019	0.015	0.012	0.009	0.003	---	---	---	---	1.98
37	1.222	1.152	1.313	0.587	0.334	0.239	0.157	0.124	0.046	0.034	0.016	0.008	0.004	0.002	---	---	---	---	---	1.89
39	1.564	1.455	1.518	0.625	0.345	0.232	0.147	0.123	0.026	0.035	0.009	0.002	---	---	---	---	---	---	---	2.01
41	1.982	1.817	1.809	0.652	0.371	0.231	0.162	0.087	0.009	0.030	0.003	---	---	---	---	---	---	---	---	2.18
43	1.815	1.663	1.683	0.657	0.427	0.260	0.198	0.039	0.003	0.013	---	---	---	---	---	---	---	---	---	2.12
45	1.419	1.305	1.108	0.529	0.429	0.302	0.160	0.010	---	---	---	---	---	---	---	---	---	---	---	1.71
47	0.752	0.710	0.833	0.339	0.350	0.288	0.071	---	---	---	---	---	---	---	---	---	---	---	---	1.21
49	0.717	0.655	0.564	0.257	0.188	0.163	---	---	---	---	---	---	---	---	---	---	---	---	---	0.76
51	0.163	0.152	0.108	0.108	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.13
53	0.006	0.005	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.00
ds/dW	51.32	48.71	48.18	31.88	19.70	15.95	11.03	7.63	5.68	4.33	3.07	2.53	2.01	2.01	1.76	1.97	1.75	0.98	0.96	115.3
																				
En = 62.7 ± 2.0 MeV     Proton cross section errors																				
q (deg)	2.5*	10*	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170*	177.5*	
E (MeV)																				ds/dE
7	0.059	0.059	0.108	0.053	0.067	0.089	0.061	0.054	0.030	0.042	0.029	0.029	0.023	0.015	0.031	0.029	0.012	0.011	0.011	0.54
9	0.058	0.057	0.054	0.051	0.047	0.048	0.034	0.031	0.025	0.022	0.019	0.014	0.012	0.011	0.015	0.014	0.008	0.008	0.008	0.33
11	0.053	0.052	0.043	0.022	0.031	0.026	0.021	0.017	0.012	0.012	0.010	0.009	0.008	0.005	0.009	0.009	0.006	0.004	0.004	0.19
13	0.045	0.045	0.029	0.014	0.022	0.017	0.016	0.012	0.009	0.008	0.007	0.006	0.006	0.005	0.008	0.006	0.005	0.004	0.003	0.14
15	0.055	0.054	0.030	0.016	0.015	0.010	0.009	0.008	0.007	0.007	0.005	0.004	0.004	0.005	0.005	0.005	0.006	0.002	0.002	0.11
17	0.063	0.061	0.032	0.017	0.014	0.010	0.009	0.008	0.007	0.006	0.005	0.004	0.004	0.005	0.004	0.004	0.005	0.002	0.002	0.11
19	0.069	0.067	0.033	0.018	0.014	0.010	0.009	0.008	0.006	0.005	0.004	0.004	0.004	0.005	0.004	0.004	0.004	0.001	0.001	0.11
21	0.076	0.074	0.034	0.018	0.015	0.010	0.009	0.008	0.006	0.005	0.004	0.004	0.003	0.005	0.004	0.003	0.004	0.001	0.001	0.11
23	0.082	0.079	0.035	0.019	0.015	0.010	0.009	0.007	0.006	0.005	0.004	0.004	0.003	0.004	0.003	0.003	0.003	0.001	0.001	0.11
25	0.090	0.087	0.036	0.019	0.015	0.010	0.009	0.007	0.006	0.004	0.003	0.003	0.003	0.004	0.003	0.002	0.002	0.001	0.001	0.11
27	0.097	0.093	0.037	0.019	0.015	0.009	0.008	0.007	0.005	0.004	0.003	0.003	0.003	0.004	0.003	0.002	0.002	0.001	0.001	0.10
29	0.101	0.096	0.037	0.019	0.014	0.009	0.007	0.007	0.005	0.003	0.003	0.003	0.002	0.003	0.002	0.002	0.002	0.001	0.001	0.10
31	0.093	0.088	0.037	0.018	0.013	0.008	0.007	0.006	0.005	0.003	0.002	0.003	0.002	0.003	0.002	0.001	0.001	0.001	---	0.09
33	0.081	0.077	0.038	0.016	0.012	0.008	0.007	0.006	0.004	0.003	0.002	0.002	0.002	0.002	0.002	0.001	0.001	---	---	0.09
35	0.100	0.094	0.038	0.015	0.012	0.008	0.007	0.006	0.004	0.003	0.002	0.002	0.002	0.002	0.002	---	---	---	---	0.08
37	0.086	0.081	0.038	0.014	0.012	0.008	0.006	0.006	0.003	0.003	0.002	0.001	0.001	0.001	---	---	---	---	---	0.08
39	0.110	0.102	0.041	0.015	0.012	0.008	0.006	0.006	0.002	0.003	0.001	0.001	---	---	---	---	---	---	---	0.08
41	0.139	0.127	0.045	0.015	0.012	0.008	0.007	0.005	0.001	0.002	0.001	---	---	---	---	---	---	---	---	0.08
43	0.127	0.116	0.043	0.015	0.013	0.008	0.007	0.003	0.001	0.002	---	---	---	---	---	---	---	---	---	0.08
45	0.099	0.091	0.035	0.014	0.013	0.009	0.007	0.002	---	---	---	---	---	---	---	---	---	---	---	0.07
47	0.053	0.050	0.031	0.011	0.012	0.009	0.004	---	---	---	---	---	---	---	---	---	---	---	---	0.05
49	0.050	0.046	0.025	0.010	0.009	0.007	---	---	---	---	---	---	---	---	---	---	---	---	---	0.04
51	0.011	0.011	0.011	0.006	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.01
53	0.001	0.001	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.00
ds/dW	3.59	3.41	1.78	0.87	0.81	0.68	0.52	0.42	0.29	0.28	0.21	0.19	0.16	0.15	0.20	0.17	0.12	0.07	0.07	5.6
																				
																				
En = 62.7 ± 2.0 MeV     Deuteron cross sections																				
q (deg)	2.5*	10*	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170*	177.5*	
E (MeV)																				ds/dE
11	0.255	0.251	0.237	0.216	0.167	0.163	0.163	0.111	0.090	0.072	0.055	0.047	0.039	0.032	0.028	0.024	0.022	0.021	0.021	1.18
13	0.268	0.261	0.192	0.207	0.190	0.134	0.143	0.072	0.054	0.035	0.041	0.012	0.014	0.011	0.009	0.008	0.007	0.006	0.005	0.89
15	0.269	0.262	0.194	0.215	0.174	0.135	0.118	0.080	0.078	0.029	0.039	0.011	0.014	0.011	0.009	0.008	0.006	0.006	0.005	0.88
17	0.274	0.266	0.233	0.206	0.178	0.156	0.121	0.059	0.027	0.031	0.033	0.015	0.013	0.012	0.010	0.007	0.006	0.004	0.004	0.84
19	0.295	0.286	0.314	0.220	0.169	0.141	0.116	0.054	0.035	0.025	0.028	0.018	0.014	0.012	0.009	0.005	0.006	0.004	0.004	0.86
21	0.358	0.345	0.382	0.286	0.169	0.135	0.106	0.062	0.041	0.017	0.024	0.017	0.013	0.008	0.007	0.004	0.003	0.002	0.002	0.91
23	0.434	0.416	0.413	0.350	0.176	0.137	0.110	0.061	0.040	0.014	0.020	0.014	0.013	0.005	0.005	0.004	0.001	0.001	0.001	0.96
25	0.490	0.468	0.419	0.382	0.190	0.140	0.101	0.056	0.044	0.010	0.018	0.013	0.011	0.005	0.004	0.003	---	---	---	0.98
27	0.487	0.464	0.403	0.369	0.201	0.139	0.085	0.058	0.045	0.011	0.016	0.011	0.007	0.005	0.002	0.002	---	---	---	0.96
29	0.409	0.391	0.398	0.313	0.166	0.114	0.073	0.062	0.045	0.012	0.015	0.010	0.006	0.002	---	---	---	---	---	0.85
31	0.347	0.332	0.407	0.252	0.139	0.095	0.069	0.060	0.043	0.010	0.011	0.011	0.004	---	---	---	---	---	---	0.75
33	0.344	0.328	0.399	0.224	0.139	0.089	0.071	0.058	0.036	0.011	0.008	0.007	0.001	---	---	---	---	---	---	0.71
35	0.343	0.327	0.361	0.212	0.140	0.092	0.072	0.067	0.028	0.012	0.005	0.002	---	---	---	---	---	---	---	0.69
37	0.423	0.399	0.347	0.231	0.144	0.099	0.075	0.073	0.020	0.006	0.001	---	---	---	---	---	---	---	---	0.70
39	0.609	0.566	0.436	0.312	0.157	0.101	0.073	0.071	0.010	0.001	---	---	---	---	---	---	---	---	---	0.81
41	0.872	0.800	0.650	0.398	0.174	0.103	0.077	0.051	0.002	---	---	---	---	---	---	---	---	---	---	0.97
43	1.228	1.119	0.992	0.548	0.176	0.121	0.109	0.018	---	---	---	---	---	---	---	---	---	---	---	1.26
45	3.071	2.684	1.961	0.903	0.216	0.159	0.136	---	---	---	---	---	---	---	---	---	---	---	---	2.23
47	3.961	3.443	2.286	1.078	0.361	0.108	---	---	---	---	---	---	---	---	---	---	---	---	---	2.55
49	2.389	2.022	0.954	0.644	0.210	---	---	---	---	---	---	---	---	---	---	---	---	---	---	1.30
51	0.067	0.065	0.029	0.134	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.10
ds/dW	34.39	30.99	24.01	15.40	7.27	4.72	3.63	2.15	1.28	0.60	0.63	0.38	0.29	0.21	0.17	0.13	0.11	0.09	0.08	42.8
																				
En = 62.7 ± 2.0 MeV     Deuteron cross section errors																				
q (deg)	2.5*	10*	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170*	177.5*	
E (MeV)																				ds/dE
11	0.018	0.018	0.017	0.015	0.018	0.011	0.014	0.008	0.006	0.005	0.006	0.003	0.003	0.002	0.002	0.002	0.002	0.001	0.001	0.09
13	0.019	0.018	0.018	0.014	0.015	0.009	0.010	0.008	0.004	0.004	0.004	0.002	0.001	0.001	0.002	0.002	0.001	0.001	0.001	0.07
15	0.019	0.018	0.017	0.013	0.012	0.009	0.008	0.007	0.006	0.003	0.003	0.002	0.001	0.001	0.001	0.002	0.002	0.001	0.001	0.07
17	0.019	0.019	0.016	0.009	0.011	0.008	0.007	0.005	0.003	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.06
19	0.021	0.020	0.019	0.009	0.009	0.007	0.006	0.004	0.003	0.003	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.06
21	0.025	0.024	0.021	0.010	0.008	0.006	0.005	0.004	0.003	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.05
23	0.030	0.029	0.022	0.011	0.009	0.006	0.005	0.004	0.003	0.002	0.002	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.05
25	0.034	0.033	0.022	0.012	0.009	0.006	0.005	0.004	0.003	0.001	0.002	0.002	0.002	0.001	0.001	0.001	---	---	---	0.05
27	0.034	0.033	0.021	0.011	0.009	0.006	0.005	0.004	0.003	0.002	0.002	0.002	0.001	0.001	0.001	0.001	---	---	---	0.05
29	0.029	0.027	0.021	0.011	0.008	0.006	0.004	0.004	0.003	0.002	0.002	0.001	0.001	0.001	---	---	---	---	---	0.05
31	0.024	0.023	0.021	0.009	0.008	0.005	0.004	0.004	0.003	0.001	0.002	0.002	0.001	---	---	---	---	---	---	0.05
33	0.024	0.023	0.021	0.009	0.008	0.005	0.004	0.004	0.003	0.002	0.001	0.001	0.001	---	---	---	---	---	---	0.04
35	0.024	0.023	0.020	0.009	0.008	0.005	0.004	0.004	0.003	0.002	0.001	0.001	---	---	---	---	---	---	---	0.04
37	0.030	0.028	0.020	0.009	0.008	0.005	0.005	0.004	0.002	0.001	0.001	---	---	---	---	---	---	---	---	0.04
39	0.043	0.040	0.022	0.011	0.008	0.005	0.004	0.004	0.002	0.001	---	---	---	---	---	---	---	---	---	0.04
41	0.061	0.056	0.027	0.012	0.009	0.005	0.005	0.004	0.001	---	---	---	---	---	---	---	---	---	---	0.05
43	0.086	0.078	0.033	0.014	0.009	0.006	0.005	0.002	---	---	---	---	---	---	---	---	---	---	---	0.06
45	0.215	0.188	0.047	0.018	0.010	0.007	0.006	---	---	---	---	---	---	---	---	---	---	---	---	0.09
47	0.277	0.241	0.051	0.020	0.012	0.005	---	---	---	---	---	---	---	---	---	---	---	---	---	0.10
49	0.167	0.142	0.033	0.015	0.009	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.06
51	0.005	0.005	0.006	0.007	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.01
ds/dW	2.41	2.17	0.99	0.50	0.39	0.25	0.22	0.16	0.10	0.07	0.07	0.05	0.03	0.03	0.02	0.02	0.02	0.01	0.01	2.4
																				
																				
En = 62.7 ± 2.0 MeV     Triton cross sections																				
q (deg)	2.5*	10*	20	30	40	50	60	70	80	90	100	110*	120	130*	140*	150*	160*	170*	177.5*	
E (MeV)																				ds/dE
13.5	0.229	0.218	0.188	0.147	0.014	0.071	0.043	0.026	0.011	0.008	0.007	0.003	0.001	0.001	0.001	0.001	---	---	---	0.368
16.5	0.125	0.120	0.050	0.065	0.030	0.056	0.028	0.018	0.010	0.002	0.003	0.002	0.001	0.001	0.001	0.001	---	---	---	0.215
19.5	0.230	0.215	0.047	0.143	0.042	0.052	0.025	0.013	0.001	0.004	0.002	0.001	0.004	---	---	---	---	---	---	0.265
22.5	0.164	0.155	0.077	0.137	0.052	0.049	0.020	0.028	0.002	0.003	0.004	0.001	0.002	---	---	---	---	---	---	0.275
25.5	0.186	0.173	0.091	0.135	0.055	0.031	0.010	0.018	0.001	0.003	0.001	---	---	---	---	---	---	---	---	0.245
28.5	0.133	0.126	0.085	0.107	0.057	0.025	0.025	0.016	---	---	---	---	---	---	---	---	---	---	---	0.219
31.5	0.105	0.100	0.096	0.064	0.048	0.023	0.023	0.011	---	---	---	---	---	---	---	---	---	---	---	0.178
34.5	0.115	0.108	0.091	0.069	0.044	0.018	0.017	0.009	---	---	---	---	---	---	---	---	---	---	---	0.167
37.5	0.239	0.210	0.112	0.089	0.034	0.006	---	---	---	---	---	---	---	---	---	---	---	---	---	0.166
40.5	0.499	0.397	0.178	0.070	0.008	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.199
43.5	0.306	0.241	0.115	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.096
ds/dW	6.992	6.189	3.392	3.077	1.158	0.991	0.571	0.414	0.076	0.061	0.052	0.018	0.023	0.006	0.004	0.003	---	---	---	7.2
																				
En = 62.7 ± 2.0 MeV     Triton cross section errors																				
q (deg)	2.5*	10*	20	30	40	50	60	70	80	90	100	110*	120	130*	140*	150*	160*	170*	177.5*	
E (MeV)																				ds/dE
13.5	0.020	0.019	0.017	0.013	0.003	0.008	0.004	0.002	0.002	0.001	0.002	0.001	0.001	0.001	0.001	0.001	---	---	---	0.041
16.5	0.011	0.011	0.025	0.005	0.004	0.004	0.003	0.002	0.002	0.001	0.001	0.002	0.001	0.001	0.001	0.001	---	---	---	0.034
19.5	0.020	0.019	0.023	0.006	0.004	0.004	0.002	0.002	0.001	0.001	0.001	0.001	0.001	---	---	---	---	---	---	0.031
22.5	0.015	0.014	0.007	0.006	0.004	0.003	0.002	0.003	0.001	0.001	0.001	0.001	0.001	---	---	---	---	---	---	0.023
25.5	0.017	0.015	0.008	0.006	0.004	0.002	0.001	0.002	0.001	0.001	0.001	---	---	---	---	---	---	---	---	0.020
28.5	0.012	0.011	0.008	0.005	0.004	0.002	0.002	0.002	---	---	---	---	---	---	---	---	---	---	---	0.016
31.5	0.009	0.009	0.008	0.004	0.004	0.002	0.002	0.001	---	---	---	---	---	---	---	---	---	---	---	0.015
34.5	0.010	0.010	0.008	0.004	0.003	0.002	0.002	0.001	---	---	---	---	---	---	---	---	---	---	---	0.014
37.5	0.021	0.019	0.009	0.005	0.003	0.001	---	---	---	---	---	---	---	---	---	---	---	---	---	0.013
40.5	0.044	0.035	0.011	0.004	0.002	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.015
43.5	0.027	0.021	0.009	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.008
ds/dW	0.622	0.551	0.402	0.170	0.106	0.086	0.051	0.045	0.020	0.014	0.016	0.015	0.010	0.006	0.006	0.003	---	---	---	0.7
																				
																				
En = 62.7 ± 2.0 MeV     Alpha cross sections																				
q (deg)	2.5*	10*	20	30	40	50	60	70	80	90	100	110	120	130*	140*	150*	160*	170*	177.5*	
E (MeV)																				ds/dE
13.5	0.691	0.647	0.526	0.374	0.255	0.134	0.069	0.033	0.015	0.004	0.006	0.010	0.002	0.001	0.001	0.001	---	---	---	0.98
16.5	0.689	0.652	0.507	0.945	0.287	0.283	0.118	0.056	0.029	0.011	0.016	0.009	0.001	0.001	0.001	0.001	---	---	---	1.53
19.5	0.771	0.728	0.635	0.658	0.223	0.194	0.109	0.058	0.028	0.014	0.008	0.002	0.003	0.001	0.001	---	---	---	---	1.30
22.5	0.578	0.544	0.472	0.401	0.188	0.119	0.061	0.047	0.025	0.011	0.002	0.004	---	---	---	---	---	---	---	0.90
25.5	0.463	0.434	0.383	0.302	0.115	0.086	0.048	0.028	0.014	0.006	0.002	0.001	---	---	---	---	---	---	---	0.66
28.5	0.345	0.322	0.255	0.220	0.093	0.052	0.031	0.019	0.011	0.001	0.001	---	---	---	---	---	---	---	---	0.46
31.5	0.284	0.262	0.221	0.144	0.060	0.036	0.014	0.012	0.012	0.001	---	---	---	---	---	---	---	---	---	0.33
34.5	0.270	0.243	0.159	0.135	0.049	0.015	0.016	0.005	0.002	---	---	---	---	---	---	---	---	---	---	0.26
37.5	0.212	0.188	0.160	0.075	0.021	0.011	0.006	0.007	---	---	---	---	---	---	---	---	---	---	---	0.18
40.5	0.190	0.169	0.155	0.058	0.016	0.012	0.005	---	---	---	---	---	---	---	---	---	---	---	---	0.15
43.5	0.171	0.148	0.120	0.045	0.012	0.007	0.004	---	---	---	---	---	---	---	---	---	---	---	---	0.12
46.5	0.160	0.137	0.080	0.045	0.006	0.005	---	---	---	---	---	---	---	---	---	---	---	---	---	0.09
49.5	0.120	0.099	0.094	0.015	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.07
52.5	0.038	0.037	0.037	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.02
ds/dW	14.94	13.83	11.41	10.26	3.98	2.86	1.45	0.79	0.41	0.15	0.11	0.07	0.02	0.01	0.01	0.00	---	---	---	21.1
																				
En = 62.7 ± 2.0 MeV     Alpha cross section errors																				
q (deg)	2.5*	10*	20	30	40	50	60	70	80	90	100	110	120	130*	140*	150*	160*	170*	177.5*	
E (MeV)																				ds/dE
13.5	0.124	0.116	0.095	0.067	0.082	0.024	0.012	0.006	0.003	0.003	0.004	0.004	0.002	0.001	0.001	0.001	---	---	---	0.21
16.5	0.124	0.117	0.084	0.189	0.062	0.097	0.025	0.010	0.005	0.004	0.005	0.003	0.001	0.001	0.001	0.001	---	---	---	0.34
19.5	0.139	0.131	0.078	0.097	0.037	0.033	0.017	0.011	0.005	0.004	0.003	0.001	0.001	0.001	0.001	---	---	---	---	0.21
22.5	0.104	0.098	0.049	0.046	0.025	0.016	0.008	0.008	0.005	0.003	0.001	0.001	---	---	---	---	---	---	---	0.12
25.5	0.083	0.078	0.034	0.023	0.014	0.010	0.006	0.005	0.003	0.002	0.001	0.001	---	---	---	---	---	---	---	0.08
28.5	0.062	0.058	0.027	0.019	0.011	0.006	0.004	0.004	0.002	0.001	0.001	---	---	---	---	---	---	---	---	0.06
31.5	0.051	0.047	0.019	0.011	0.007	0.004	0.002	0.003	0.002	0.001	---	---	---	---	---	---	---	---	---	0.04
34.5	0.049	0.044	0.014	0.010	0.005	0.002	0.002	0.002	0.001	---	---	---	---	---	---	---	---	---	---	0.03
37.5	0.038	0.034	0.016	0.006	0.003	0.001	0.001	0.002	---	---	---	---	---	---	---	---	---	---	---	0.02
40.5	0.034	0.030	0.013	0.004	0.003	0.002	0.001	---	---	---	---	---	---	---	---	---	---	---	---	0.02
43.5	0.031	0.027	0.012	0.004	0.002	0.001	0.001	---	---	---	---	---	---	---	---	---	---	---	---	0.02
46.5	0.029	0.025	0.008	0.004	0.002	0.001	---	---	---	---	---	---	---	---	---	---	---	---	---	0.01
49.5	0.022	0.018	0.008	0.002	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.01
52.5	0.007	0.007	0.005	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.00
ds/dW	2.69	2.49	1.38	1.45	0.76	0.59	0.24	0.15	0.08	0.05	0.05	0.03	0.01	0.00	0.00	0.00	---	---	---	3.5
																				
																				
En = 55.3 ± 2.8 MeV     Proton cross sections																				
q (deg)	2.5*	10*	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170*	177.5*	
E (MeV)																				ds/dE
5	1.341	1.328	1.289	1.226	1.202	1.055	0.958	0.861	0.769	0.684	0.608	0.518	0.367	0.443	0.539	0.584	0.363	0.352	0.348	9.38
7	2.491	2.451	1.945	2.143	1.913	2.062	1.416	1.058	0.979	1.048	0.669	0.422	0.333	0.564	0.330	0.592	0.278	0.264	0.260	12.82
9	1.106	1.093	0.813	0.988	0.950	1.372	0.998	0.621	0.740	0.750	0.483	0.268	0.267	0.293	0.209	0.298	0.261	0.207	0.205	7.87
11	1.355	1.332	0.911	2.159	1.167	1.118	0.970	0.552	0.440	0.360	0.265	0.272	0.226	0.301	0.148	0.215	0.240	0.137	0.135	7.31
13	1.194	1.171	0.861	1.754	0.764	0.893	0.778	0.349	0.735	0.256	0.149	0.152	0.178	0.146	0.101	0.125	0.204	0.083	0.081	5.84
15	0.915	0.897	0.820	0.988	0.717	0.438	0.461	0.278	0.438	0.212	0.126	0.111	0.123	0.128	0.078	0.113	0.131	0.059	0.058	4.00
17	0.846	0.827	0.885	0.860	0.676	0.353	0.313	0.223	0.314	0.192	0.095	0.090	0.073	0.073	0.060	0.045	0.109	0.034	0.033	3.27
19	0.903	0.878	0.890	0.817	0.734	0.435	0.281	0.202	0.211	0.116	0.066	0.066	0.069	0.067	0.036	0.048	0.099	0.019	0.019	3.04
21	0.986	0.957	0.971	0.887	0.645	0.503	0.285	0.203	0.166	0.124	0.079	0.078	0.043	0.041	0.037	0.025	0.039	0.015	0.015	3.03
23	1.050	1.017	0.962	0.924	0.705	0.516	0.290	0.189	0.141	0.108	0.064	0.068	0.040	0.039	0.035	0.020	0.041	0.012	0.012	3.02
25	1.088	1.049	1.032	0.944	0.571	0.388	0.274	0.144	0.141	0.093	0.051	0.051	0.022	0.023	0.021	0.017	0.026	0.006	0.006	2.71
27	1.168	1.123	0.968	0.981	0.592	0.447	0.272	0.156	0.152	0.067	0.047	0.042	0.022	0.012	0.012	0.006	0.009	0.005	0.005	2.73
29	1.305	1.247	1.114	1.125	0.509	0.398	0.239	0.157	0.105	0.053	0.030	0.025	0.012	0.013	0.011	---	---	---	---	2.65
31	1.647	1.560	1.324	1.155	0.579	0.397	0.251	0.135	0.076	0.044	0.044	0.013	0.005	---	---	---	---	---	---	2.78
33	1.557	1.468	1.381	0.790	0.533	0.383	0.240	0.097	0.033	0.040	0.015	0.006	0.004	---	---	---	---	---	---	2.40
35	1.546	1.449	1.374	0.663	0.582	0.347	0.181	0.060	0.027	0.051	0.009	---	---	---	---	---	---	---	---	2.22
37	1.530	1.422	1.333	0.556	0.569	0.234	0.159	0.042	0.010	0.030	---	---	---	---	---	---	---	---	---	1.95
39	1.108	1.031	1.013	0.408	0.414	0.174	0.106	0.033	---	---	---	---	---	---	---	---	---	---	---	1.40
41	1.113	1.023	0.882	0.362	0.392	0.146	0.093	---	---	---	---	---	---	---	---	---	---	---	---	1.24
43	0.541	0.504	0.460	0.198	0.310	0.090	---	---	---	---	---	---	---	---	---	---	---	---	---	0.68
45	1.181	0.875	0.370	0.037	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.35
47	0.225	0.195	0.122	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	---	0.09
ds/dW	52.39	49.79	43.44	39.93	29.05	23.50	17.13	10.72	10.95	8.46	5.60	4.36	3.57	4.28	3.24	4.18	3.60	2.39	2.35	161.6
																				
En = 55.3 ± 2.8 MeV     Proton cross section errors																				
q (deg)	2.5*	10*	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170*	177.5*	
E (MeV)																				ds/dE
5	0.148	0.146	0.142	0.135	0.207	0.116	0.105	0.095	0.085	0.075	0.067	0.155	0.093	0.049	0.132	0.168	0.040	0.039	0.038	1.34
7	0.274	0.270	0.197	0.236	0.088	0.137	0.295	0.161	0.108	0.159	0.109	0.071	0.060	0.113	0.046	0.092	0.031	0.029	0.029	1.62
9	0.122	0.120	0.084	0.109	0.088	0.225	0.097	0.064	0.084	0.090	0.063	0.039	0.031	0.057	0.026	0.043	0.045	0.023	0.023	0.96
11	0.149	0.147	0.077	0.143	0.083	0.114	0.060	0.048	0.050	0.047	0.036	0.026	0.023	0.034	0.018	0.032	0.028	0.015	0.015	0.66
13	0.131	0.129	0.056	0.077	0.053	0.082	0.049	0.032	0.058	0.033	0.023	0.018	0.018	0.020	0.012	0.019	0.018	0.009	0.009	0.48
15	0.101	0.099	0.054	0.058	0.050	0.052	0.026	0.026	0.040	0.027	0.020	0.012	0.012	0.018	0.011	0.018	0.014	0.006	0.006	0.36
17	0.093	0.091	0.056	0.054	0.043	0.039	0.020	0.020	0.027	0.025	0.014	0.011	0.009	0.011	0.008	0.011	0.013	0.004	0.004	0.29
19	0.099	0.097	0.057	0.052	0.044	0.041	0.017	0.017	0.021	0.015	0.011	0.008	0.008	0.010	0.006	0.012	0.012	0.002	0.002	0.26
21	0.109	0.105	0.058	0.055	0.041	0.044	0.017	0.017	0.018	0.015	0.012	0.009	0.006	0.008	0.006	0.008	0.008	0.002	0.002	0.26
23	0.116	0.112	0.061	0.056	0.043	0.044	0.017	0.016	0.017	0.014	0.011	0.008	0.006	0.007	0.006	0.007	0.008	0.001	0.001	0.26
25	0.120	0.115	0.061	0.056	0.038	0.041	0.017	0.014	0.017	0.013	0.010	0.007	0.004	0.006	0.005	0.007	0.006	0.001	0.001	0.24
27	0.129	0.124	0.059	0.057	0.039	0.042	0.017	0.015	0.018	0.011	0.009	0.006	0.006	0.004	0.004	0.004	0.004	0.001	0.001	0.24
